FILIAL,UF_FILIAL,PRODUTO,DESCRICAO,ARMAZEM,QUANTIDADE
110102,JDI,PG23LP335SDE1,23 LV PROF EM ANUAL SAE ESPANHOL LV 1,01,1846.0
110104,FOR,PG23LP335SDE1,23 LV PROF EM ANUAL SAE ESPANHOL LV 1,01,472.0
110102,JDI,PG23LP335SDE2,23 LV PROF EM ANUAL SAE ESPANHOL LV 2,01,1857.0
110104,FOR,PG23LP335SDE2,23 LV PROF EM ANUAL SAE ESPANHOL LV 2,01,472.0
110102,JDI,PG23LP335SDF0,23 LV PROF EM ANUAL SAE EDUCACAO FINANCEIRA,01,1723.0
110104,FOR,PG23LP335SDF0,23 LV PROF EM ANUAL SAE EDUCACAO FINANCEIRA,01,545.0
110102,JDI,PG23LP335SDH0,23 LV PROF EM ANUAL SAE APROVA HUMANAS,01,1729.0
110104,FOR,PG23LP335SDH0,23 LV PROF EM ANUAL SAE APROVA HUMANAS,01,432.0
110102,JDI,PG23LP335SDM0,23 LV PROF EM ANUAL SAE MUD CLIMATICA E ENERGIA,01,1835.0
110104,FOR,PG23LP335SDM0,23 LV PROF EM ANUAL SAE MUD CLIMATICA E ENERGIA,01,499.0
110102,JDI,PG23LP335SDS0,23 LV PROF EM ANUAL SAE SOCIOLOGIA REVISIONAL,01,1542.0
110104,FOR,PG23LP335SDS0,23 LV PROF EM ANUAL SAE SOCIOLOGIA REVISIONAL,01,409.0
110102,JDI,PG23LP335SDS1,23 LV PROF EM ANUAL SAE SOCIOLOGIA LV 1,01,1649.0
110104,FOR,PG23LP335SDS1,23 LV PROF EM ANUAL SAE SOCIOLOGIA LV 1,01,388.0
110102,JDI,PG23LP335SDS2,23 LV PROF EM ANUAL SAE SOCIOLOGIA LV 2,01,1612.0
110104,FOR,PG23LP335SDS2,23 LV PROF EM ANUAL SAE SOCIOLOGIA LV 2,01,382.0
110102,JDI,PG23LP335SDW0,23 LV PROF EM ANUAL SAE FILOSOFIA REVISIONAL,01,1603.0
110104,FOR,PG23LP335SDW0,23 LV PROF EM ANUAL SAE FILOSOFIA REVISIONAL,01,426.0
110102,JDI,PG23LP335SDW1,23 LV PROF EM ANUAL SAE FILOSOFIA LV 1,01,1542.0
110104,FOR,PG23LP335SDW1,23 LV PROF EM ANUAL SAE FILOSOFIA LV 1,01,400.0
110102,JDI,PG23LP335SDW2,23 LV PROF EM ANUAL SAE FILOSOFIA LV 2,01,1606.0
110104,FOR,PG23LP335SDW2,23 LV PROF EM ANUAL SAE FILOSOFIA LV 2,01,391.0
110102,JDI,PG23LP336SDB0,23 LV PROF EM SAE APROVA BIOLOGICAS VOL 1,01,1655.0
110104,FOR,PG23LP336SDB0,23 LV PROF EM SAE APROVA BIOLOGICAS VOL 1,01,466.0
110102,JDI,PG23LP336SDC0,23 LV PROF EM SAE MATEMATICA E FISICA VOL 1,01,1635.0
110104,FOR,PG23LP336SDC0,23 LV PROF EM SAE MATEMATICA E FISICA VOL 1,01,452.0
110102,JDI,PG23LP337SDB0,23 LV PROF EM SAE APROVA BIOLOGICAS VOL 2,01,150.0
110102,JDI,PG23LP337SDC0,23 LV PROF EM SAE MATEMATICA E FISICA VOL 2,01,70.0
110102,JDI,PG23LP455SD00,23 LV PROF INF COORDENACAO ANUAL SAE,01,303.0
110102,JDI,PG23LP465SD00,23 LV PROF EF1 COORDENACAO ANUAL SAE,01,132.0
110102,JDI,PG23LP475SD00,23 LV PROF EF2 COORDENACAO ANUAL SAE,01,54.0
110102,JDI,PG23LP485SD00,23 LV PROF EM COORDENACAO ANUAL SAE,01,400.0
110102,JDI,PG23MA115DB00,23 BOLSA ALUNO INF 1 ANO ANUAL DB,01,149.0
110104,FOR,PG23MA115DB00,23 BOLSA ALUNO INF 1 ANO ANUAL DB,01,51.0
110102,JDI,PG23MA125DB00,23 BOLSA ALUNO INF 2 ANOS ANUAL DB,01,388.0
110104,FOR,PG23MA125DB00,23 BOLSA ALUNO INF 2 ANOS ANUAL DB,01,78.0
110102,JDI,PG23MA135DB00,23 BOLSA ALUNO INF 3 ANOS ANUAL DB,01,450.0
110104,FOR,PG23MA135DB00,23 BOLSA ALUNO INF 3 ANOS ANUAL DB,01,198.0
110102,JDI,PG23MA145DB00,23 BOLSA ALUNO INF 4 ANOS ANUAL DB,01,718.0
110104,FOR,PG23MA145DB00,23 BOLSA ALUNO INF 4 ANOS ANUAL DB,01,165.0
110102,JDI,PG23MA155DB00,23 BOLSA ALUNO INF 5 ANOS ANUAL DB,01,301.0
110104,FOR,PG23MA155DB00,23 BOLSA ALUNO INF 5 ANOS ANUAL DB,01,192.0
110102,JDI,PG23MP115DB00,23 BOLSA PROFESSOR INF 1 ANO ANUAL DB,01,156.0
110104,FOR,PG23MP115DB00,23 BOLSA PROFESSOR INF 1 ANO ANUAL DB,01,17.0
110102,JDI,PG23MP125DB00,23 BOLSA PROFESSOR INF 2 ANOS ANUAL DB,01,326.0
110104,FOR,PG23MP125DB00,23 BOLSA PROFESSOR INF 2 ANOS ANUAL DB,01,28.0
110102,JDI,PG23MP135DB00,23 BOLSA PROFESSOR INF 3 ANOS ANUAL DB,01,111.0
110104,FOR,PG23MP135DB00,23 BOLSA PROFESSOR INF 3 ANOS ANUAL DB,01,25.0
110102,JDI,PG23MP145DB00,23 BOLSA PROFESSOR INF 4 ANOS ANUAL DB,01,148.0
110104,FOR,PG23MP145DB00,23 BOLSA PROFESSOR INF 4 ANOS ANUAL DB,01,24.0
110102,JDI,PG23MP155DB00,23 BOLSA PROFESSOR INF 5 ANOS ANUAL DB,01,17.0
110104,FOR,PG23MP155DB00,23 BOLSA PROFESSOR INF 5 ANOS ANUAL DB,01,64.0
110102,JDI,PG23PA145SD00,23 PAPEL SEMENTE ALUNO INF 4 ANOS ANUAL,01,4182.0
110102,JDI,PG23PA155SD00,23 PAPEL SEMENTE ALUNO INF 5 ANOS ANUAL,01,2954.0
110102,JDI,PG23PP145SD00,23 PAPEL SEMENTE PROF INF 4 ANOS ANUAL,01,480.0
110102,JDI,PG23PP155SD00,23 PAPEL SEMENTE PROF INF 5 ANOS ANUAL,01,443.0
110102,JDI,PG23SA145SD01,23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES,01,1115.0
110104,FOR,PG23SA145SD01,23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS EMOCOES,01,374.0
110102,JDI,PG23SA145SD02,23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO,01,1117.0
110104,FOR,PG23SA145SD02,23 ELEMENTOS MONTAVEIS ALUNO INF 4 ANOS ALFABETO,01,384.0
110102,JDI,PG23SA155SD01,23 ELEMENTOS MONTAVEIS ALUNO INF 5 ANOS EMOCOES,01,1148.0
110104,FOR,PG23SA155SD01,23 ELEMENTOS MONTAVEIS ALUNO INF 5 ANOS EMOCOES,01,317.0
110102,JDI,PG23SA155SD02,23 ELEMENTOS MONTAVEIS ALUNO INF 5 ANOS ALFABETO,01,1168.0
110104,FOR,PG23SA155SD02,23 ELEMENTOS MONTAVEIS ALUNO INF 5 ANOS ALFABETO,01,317.0
110102,JDI,PG23SP145SD00,23 ELEMENTOS MONTAVEIS PROF INF 4 ANOS ANUAL,01,186.0
110104,FOR,PG23SP145SD00,23 ELEMENTOS MONTAVEIS PROF INF 4 ANOS ANUAL,01,301.0
110102,JDI,PG23SP145SD01,23 ELEMENTOS MONTAVEIS PROF INF 4 ANOS EMOCOES,01,263.0
110104,FOR,PG23SP145SD01,23 ELEMENTOS MONTAVEIS PROF INF 4 ANOS EMOCOES,01,299.0
110102,JDI,PG23SP145SD02,23 ELEMENTOS MONTAVEIS PROF INF 4 ANOS ALFABETO,01,276.0
110104,FOR,PG23SP145SD02,23 ELEMENTOS MONTAVEIS PROF INF 4 ANOS ALFABETO,01,301.0
110102,JDI,PG23SP155SD00,23 ELEMENTOS MONTAVEIS PROF INF 5 ANOS ANUAL,01,357.0
110104,FOR,PG23SP155SD00,23 ELEMENTOS MONTAVEIS PROF INF 5 ANOS ANUAL,01,627.0
110102,JDI,PG23SP155SD01,23 ELEMENTOS MONTAVEIS PROF INF 5 ANOS EMOCOES,01,304.0
110104,FOR,PG23SP155SD01,23 ELEMENTOS MONTAVEIS PROF INF 5 ANOS EMOCOES,01,622.0
110102,JDI,PG23SP155SD02,23 ELEMENTOS MONTAVEIS PROF INF 5 ANOS ALFABETO,01,545.0
110104,FOR,PG23SP155SD02,23 ELEMENTOS MONTAVEIS PROF INF 5 ANOS ALFABETO,01,622.0
110102,JDI,PG24EA445DB00,24 CADERNO ENEM ALUNO PV PRE-VESTIBULAR ANUAL DB,01,39.0
110102,JDI,PG24EA445SD00,24 CADERNO ENEM ALUNO PV PRE-VESTIBULAR ANUAL SAE,01,1602.0
110102,JDI,PG24FA146DB00,24 FICHA ALUNO INF 4 ANOS 1O VOL DB,01,829.0
110102,JDI,PG24FA146SD00,24 FICHA ALUNO INF 4 ANOS 1O VOL SAE,01,3326.0
110102,JDI,PG24FA147DB00,24 FICHA ALUNO INF 4 ANOS 2O VOL DB,01,66.0
110102,JDI,PG24FA147SD00,24 FICHA ALUNO INF 4 ANOS 2O VOL SAE,01,777.0
110102,JDI,PG24FA156DB00,24 FICHA ALUNO INF 5 ANOS 1O VOL DB,01,826.0
110102,JDI,PG24FA156SD00,24 FICHA ALUNO INF 5 ANOS 1O VOL SAE,01,2313.0
110102,JDI,PG24FA156SD0A,24 FICHA ALUNO INF 5 ANOS 1O VOL SAE AMPLIADO,01,1.0
110102,JDI,PG24FA157DB00,24 FICHA ALUNO INF 5 ANOS 2O VOL DB,01,50.0
110102,JDI,PG24FA157SD00,24 FICHA ALUNO INF 5 ANOS 2O VOL SAE,01,652.0
110102,JDI,PG24FA211DB00,24 FICHA ALUNO EF1 1O ANO 1O BI DB,01,711.0
110102,JDI,PG24FA211SD00,24 FICHA ALUNO EF1 1O ANO 1O BI SAE,01,3834.0
110102,JDI,PG24FA212DB00,24 FICHA ALUNO EF1 1O ANO 2O BI DB,01,149.0
110102,JDI,PG24FA212SD00,24 FICHA ALUNO EF1 1O ANO 2O BI SAE,01,1391.0
110102,JDI,PG24FA213DB00,24 FICHA ALUNO EF1 1O ANO 3O BI DB,01,159.0
110102,JDI,PG24FA213SD00,24 FICHA ALUNO EF1 1O ANO 3O BI SAE,01,1124.0
110102,JDI,PG24FA214DB00,24 FICHA ALUNO EF1 1O ANO 4O BI DB,01,42.0
110102,JDI,PG24FA214SD00,24 FICHA ALUNO EF1 1O ANO 4O BI SAE,01,676.0
110102,JDI,PG24FA221DB00,24 FICHA ALUNO EF1 2O ANO 1O BI DB,01,953.0
110102,JDI,PG24FA221SD00,24 FICHA ALUNO EF1 2O ANO 1O BI SAE,01,3253.0
110102,JDI,PG24FA222DB00,24 FICHA ALUNO EF1 2O ANO 2O BI DB,01,341.0
110102,JDI,PG24FA222SD00,24 FICHA ALUNO EF1 2O ANO 2O BI SAE,01,3915.0
110102,JDI,PG24FA223DB00,24 FICHA ALUNO EF1 2O ANO 3O BI DB,01,382.0
110102,JDI,PG24FA223SD00,24 FICHA ALUNO EF1 2O ANO 3O BI SAE,01,2683.0
110102,JDI,PG24FA223SD0A,24 FICHA ALUNO EF1 2O ANO 3O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24FA224DB00,24 FICHA ALUNO EF1 2O ANO 4O BI DB,01,59.0
110102,JDI,PG24FA224SD00,24 FICHA ALUNO EF1 2O ANO 4O BI SAE,01,726.0
110102,JDI,PG24FA224SD0A,24 FICHA ALUNO EF1 2O ANO 4O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24FA231DB00,24 FICHA ALUNO EF1 3O ANO 1O BI DB,01,801.0
110102,JDI,PG24FA231SD00,24 FICHA ALUNO EF1 3O ANO 1O BI SAE,01,1869.0
110102,JDI,PG24FA231SD0A,24 FICHA ALUNO EF1 3O ANO 1O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24FA232DB00,24 FICHA ALUNO EF1 3O ANO 2O BI DB,01,227.0
110102,JDI,PG24FA232SD00,24 FICHA ALUNO EF1 3O ANO 2O BI SAE,01,1953.0
110102,JDI,PG24FA232SD0A,24 FICHA ALUNO EF1 3O ANO 2O BI SAE AMPLIADO,01,2.0
110102,JDI,PG24FA233DB00,24 FICHA ALUNO EF1 3O ANO 3O BI DB,01,280.0
110102,JDI,PG24FA233SD00,24 FICHA ALUNO EF1 3O ANO 3O BI SAE,01,1341.0
110102,JDI,PG24FA233SD0A,24 FICHA ALUNO EF1 3O ANO 3O BI SAE AMPLIADO,01,2.0
110102,JDI,PG24FA234DB00,24 FICHA ALUNO EF1 3O ANO 4O BI DB,01,55.0
110102,JDI,PG24FA234SD00,24 FICHA ALUNO EF1 3O ANO 4O BI SAE,01,709.0
110102,JDI,PG24FA234SD0A,24 FICHA ALUNO EF1 3O ANO 4O BI SAE AMPLIADO,01,2.0
110102,JDI,PG24FA241DB00,24 FICHA ALUNO EF1 4O ANO 1O BI DB,01,667.0
110102,JDI,PG24FA241SD00,24 FICHA ALUNO EF1 4O ANO 1O BI SAE,01,1162.0
110102,JDI,PG24FA242DB00,24 FICHA ALUNO EF1 4O ANO 2O BI DB,01,216.0
110102,JDI,PG24FA242SD00,24 FICHA ALUNO EF1 4O ANO 2O BI SAE,01,1002.0
110102,JDI,PG24FA242SD0A,24 FICHA ALUNO EF1 4O ANO 2O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24FA243DB00,24 FICHA ALUNO EF1 4O ANO 3O BI DB,01,122.0
110102,JDI,PG24FA243SD00,24 FICHA ALUNO EF1 4O ANO 3O BI SAE,01,1149.0
110102,JDI,PG24FA244DB00,24 FICHA ALUNO EF1 4O ANO 4O BI DB,01,69.0
110102,JDI,PG24FA244SD00,24 FICHA ALUNO EF1 4O ANO 4O BI SAE,01,665.0
110102,JDI,PG24FA251DB00,24 FICHA ALUNO EF1 5O ANO 1O BI DB,01,586.0
110102,JDI,PG24FA251SD00,24 FICHA ALUNO EF1 5O ANO 1O BI SAE,01,3151.0
110102,JDI,PG24FA251SD0A,24 FICHA ALUNO EF1 5O ANO 1O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24FA252DB00,24 FICHA ALUNO EF1 5O ANO 2O BI DB,01,382.0
110102,JDI,PG24FA252SD00,24 FICHA ALUNO EF1 5O ANO 2O BI SAE,01,1956.0
110102,JDI,PG24FA252SD0A,24 FICHA ALUNO EF1 5O ANO 2O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24FA253DB00,24 FICHA ALUNO EF1 5O ANO 3O BI DB,01,240.0
110102,JDI,PG24FA253SD00,24 FICHA ALUNO EF1 5O ANO 3O BI SAE,01,1376.0
110102,JDI,PG24FA253SD0A,24 FICHA ALUNO EF1 5O ANO 3O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24FA254DB00,24 FICHA ALUNO EF1 5O ANO 4O BI DB,01,39.0
110102,JDI,PG24FA254SD00,24 FICHA ALUNO EF1 5O ANO 4O BI SAE,01,827.0
110102,JDI,PG24FA254SD0A,24 FICHA ALUNO EF1 5O ANO 4O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24LA116DB00,24 LV ALUNO INF 1 ANO 1O VOL DB,01,127.0
110102,JDI,PG24LA116SD00,24 LV ALUNO INF 1 ANO 1O VOL SAE,01,1.0
110102,JDI,PG24LA117DB00,24 LV ALUNO INF 1 ANO 2O VOL DB,01,3.0
110102,JDI,PG24LA117SD00,24 LV ALUNO INF 1 ANO 2O VOL SAE,01,13.0
110102,JDI,PG24LA126DB00,24 LV ALUNO INF 2 ANOS 1O VOL DB,01,463.0
110102,JDI,PG24LA126SD00,24 LV ALUNO INF 2 ANOS 1O VOL SAE,01,856.0
110102,JDI,PG24LA127DB00,24 LV ALUNO INF 2 ANOS 2O VOL DB,01,19.0
110102,JDI,PG24LA127SD00,24 LV ALUNO INF 2 ANOS 2O VOL SAE,01,33.0
110102,JDI,PG24LA136DB00,24 LV ALUNO INF 3 ANOS 1O VOL DB,01,578.0
110102,JDI,PG24LA136SD00,24 LV ALUNO INF 3 ANOS 1O VOL SAE,01,2373.0
110102,JDI,PG24LA137DB00,24 LV ALUNO INF 3 ANOS 2O VOL DB,01,25.0
110102,JDI,PG24LA137SD00,24 LV ALUNO INF 3 ANOS 2O VOL SAE,01,236.0
110102,JDI,PG24LA146DB00,24 LV ALUNO INF 4 ANOS 1O VOL DB,01,829.0
110102,JDI,PG24LA146SD00,24 LV ALUNO INF 4 ANOS 1O VOL SAE,01,2828.0
110102,JDI,PG24LA147DB00,24 LV ALUNO INF 4 ANOS 2O VOL DB,01,66.0
110102,JDI,PG24LA147SD00,24 LV ALUNO INF 4 ANOS 2O VOL SAE,01,480.0
110102,JDI,PG24LA156DB00,24 LV ALUNO INF 5 ANOS 1O VOL DB,01,828.0
110102,JDI,PG24LA156SD00,24 LV ALUNO INF 5 ANOS 1O VOL SAE,01,1857.0
110102,JDI,PG24LA156SD0A,24 LV ALUNO INF 5 ANOS 1O VOL SAE AMPLIADO,01,1.0
110102,JDI,PG24LA157DB00,24 LV ALUNO INF 5 ANOS 2O VOL DB,01,50.0
110102,JDI,PG24LA157SD00,24 LV ALUNO INF 5 ANOS 2O VOL SAE,01,421.0
110102,JDI,PG24LA211DB00,24 LV ALUNO EF1 1O ANO 1O BI DB,01,713.0
110102,JDI,PG24LA211SD00,24 LV ALUNO EF1 1O ANO 1O BI SAE,01,3143.0
110102,JDI,PG24LA212DB00,24 LV ALUNO EF1 1O ANO 2O BI DB,01,34.0
110102,JDI,PG24LA212SD00,24 LV ALUNO EF1 1O ANO 2O BI SAE,01,744.0
110102,JDI,PG24LA213DB00,24 LV ALUNO EF1 1O ANO 3O BI DB,01,159.0
110102,JDI,PG24LA213SD00,24 LV ALUNO EF1 1O ANO 3O BI SAE,01,540.0
110102,JDI,PG24LA214DB00,24 LV ALUNO EF1 1O ANO 4O BI DB,01,32.0
110102,JDI,PG24LA214SD00,24 LV ALUNO EF1 1O ANO 4O BI SAE,01,283.0
110102,JDI,PG24LA215DBE0,24 LV ALUNO EF1 1O ANO ANUAL DB ESPANHOL,01,52.0
110104,FOR,PG24LA215DBE0,24 LV ALUNO EF1 1O ANO ANUAL DB ESPANHOL,01,75.0
110102,JDI,PG24LA215SDE0,24 LV ALUNO EF1 1O ANO ANUAL SAE ESPANHOL,01,134.0
110104,FOR,PG24LA215SDE0,24 LV ALUNO EF1 1O ANO ANUAL SAE ESPANHOL,01,127.0
110102,JDI,PG24LA221DB00,24 LV ALUNO EF1 2O ANO 1O BI DB,01,952.0
110102,JDI,PG24LA221SD00,24 LV ALUNO EF1 2O ANO 1O BI SAE,01,2500.0
110102,JDI,PG24LA222DB00,24 LV ALUNO EF1 2O ANO 2O BI DB,01,341.0
110102,JDI,PG24LA222SD00,24 LV ALUNO EF1 2O ANO 2O BI SAE,01,3321.0
110102,JDI,PG24LA223DB00,24 LV ALUNO EF1 2O ANO 3O BI DB,01,382.0
110102,JDI,PG24LA223SD00,24 LV ALUNO EF1 2O ANO 3O BI SAE,01,2276.0
110102,JDI,PG24LA223SD0A,24 LV ALUNO EF1 2O ANO 3O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24LA224DB00,24 LV ALUNO EF1 2O ANO 4O BI DB,01,38.0
110102,JDI,PG24LA224SD00,24 LV ALUNO EF1 2O ANO 4O BI SAE,01,262.0
110102,JDI,PG24LA224SD0A,24 LV ALUNO EF1 2O ANO 4O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24LA225DBE0,24 LV ALUNO EF1 2O ANO ANUAL DB ESPANHOL,01,28.0
110104,FOR,PG24LA225DBE0,24 LV ALUNO EF1 2O ANO ANUAL DB ESPANHOL,01,70.0
110102,JDI,PG24LA225SDE0,24 LV ALUNO EF1 2O ANO ANUAL SAE ESPANHOL,01,435.0
110104,FOR,PG24LA225SDE0,24 LV ALUNO EF1 2O ANO ANUAL SAE ESPANHOL,01,155.0
110102,JDI,PG24LA231DB00,24 LV ALUNO EF1 3O ANO 1O BI DB,01,359.0
110102,JDI,PG24LA231SD00,24 LV ALUNO EF1 3O ANO 1O BI SAE,01,1054.0
110102,JDI,PG24LA231SD0A,24 LV ALUNO EF1 3O ANO 1O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24LA232DB00,24 LV ALUNO EF1 3O ANO 2O BI DB,01,228.0
110102,JDI,PG24LA232SD00,24 LV ALUNO EF1 3O ANO 2O BI SAE,01,1365.0
110102,JDI,PG24LA232SD0A,24 LV ALUNO EF1 3O ANO 2O BI SAE AMPLIADO,01,2.0
110102,JDI,PG24LA233DB00,24 LV ALUNO EF1 3O ANO 3O BI DB,01,280.0
110102,JDI,PG24LA233SD00,24 LV ALUNO EF1 3O ANO 3O BI SAE,01,982.0
110102,JDI,PG24LA233SD0A,24 LV ALUNO EF1 3O ANO 3O BI SAE AMPLIADO,01,2.0
110102,JDI,PG24LA234DB00,24 LV ALUNO EF1 3O ANO 4O BI DB,01,15.0
110102,JDI,PG24LA234SD00,24 LV ALUNO EF1 3O ANO 4O BI SAE,01,263.0
110102,JDI,PG24LA234SD0A,24 LV ALUNO EF1 3O ANO 4O BI SAE AMPLIADO,01,2.0
110102,JDI,PG24LA235DBE0,24 LV ALUNO EF1 3O ANO ANUAL DB ESPANHOL,01,52.0
110104,FOR,PG24LA235DBE0,24 LV ALUNO EF1 3O ANO ANUAL DB ESPANHOL,01,70.0
110102,JDI,PG24LA235SDE0,24 LV ALUNO EF1 3O ANO ANUAL SAE ESPANHOL,01,404.0
110104,FOR,PG24LA235SDE0,24 LV ALUNO EF1 3O ANO ANUAL SAE ESPANHOL,01,259.0
110102,JDI,PG24LA235SDIA,24 LV ALUNO EF1 3O ANO ANUAL SAE INGLES AMPLIADO,01,1.0
110102,JDI,PG24LA241DB00,24 LV ALUNO EF1 4O ANO 1O BI DB,01,327.0
110102,JDI,PG24LA241SD00,24 LV ALUNO EF1 4O ANO 1O BI SAE,01,678.0
110102,JDI,PG24LA242DB00,24 LV ALUNO EF1 4O ANO 2O BI DB,01,26.0
110102,JDI,PG24LA242SD00,24 LV ALUNO EF1 4O ANO 2O BI SAE,01,519.0
110102,JDI,PG24LA243DB00,24 LV ALUNO EF1 4O ANO 3O BI DB,01,122.0
110102,JDI,PG24LA243SD00,24 LV ALUNO EF1 4O ANO 3O BI SAE,01,789.0
110102,JDI,PG24LA244DB00,24 LV ALUNO EF1 4O ANO 4O BI DB,01,24.0
110102,JDI,PG24LA244SD00,24 LV ALUNO EF1 4O ANO 4O BI SAE,01,238.0
110102,JDI,PG24LA245DBE0,24 LV ALUNO EF1 4O ANO ANUAL DB ESPANHOL,01,80.0
110104,FOR,PG24LA245DBE0,24 LV ALUNO EF1 4O ANO ANUAL DB ESPANHOL,01,70.0
110102,JDI,PG24LA245SDE0,24 LV ALUNO EF1 4O ANO ANUAL SAE ESPANHOL,01,403.0
110104,FOR,PG24LA245SDE0,24 LV ALUNO EF1 4O ANO ANUAL SAE ESPANHOL,01,186.0
110102,JDI,PG24LA251DB00,24 LV ALUNO EF1 5O ANO 1O BI DB,01,585.0
110102,JDI,PG24LA251SD00,24 LV ALUNO EF1 5O ANO 1O BI SAE,01,2324.0
110102,JDI,PG24LA251SD0A,24 LV ALUNO EF1 5O ANO 1O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24LA252DB00,24 LV ALUNO EF1 5O ANO 2O BI DB,01,384.0
110102,JDI,PG24LA252SD00,24 LV ALUNO EF1 5O ANO 2O BI SAE,01,944.0
110102,JDI,PG24LA252SD0A,24 LV ALUNO EF1 5O ANO 2O BI SAE AMPLIADO,01,2.0
110102,JDI,PG24LA253DB00,24 LV ALUNO EF1 5O ANO 3O BI DB,01,239.0
110102,JDI,PG24LA253SD00,24 LV ALUNO EF1 5O ANO 3O BI SAE,01,898.0
110102,JDI,PG24LA253SD0A,24 LV ALUNO EF1 5O ANO 3O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24LA254DB00,24 LV ALUNO EF1 5O ANO 4O BI DB,01,19.0
110102,JDI,PG24LA254SD00,24 LV ALUNO EF1 5O ANO 4O BI SAE,01,192.0
110102,JDI,PG24LA254SD0A,24 LV ALUNO EF1 5O ANO 4O BI SAE AMPLIADO,01,1.0
110102,JDI,PG24LA255DBE0,24 LV ALUNO EF1 5O ANO ANUAL DB ESPANHOL,01,35.0
110104,FOR,PG24LA255DBE0,24 LV ALUNO EF1 5O ANO ANUAL DB ESPANHOL,01,80.0
110102,JDI,PG24LA255SDE0,24 LV ALUNO EF1 5O ANO ANUAL SAE ESPANHOL,01,562.0
110104,FOR,PG24LA255SDE0,24 LV ALUNO EF1 5O ANO ANUAL SAE ESPANHOL,01,207.0
110102,JDI,PG24LA255SDIA,24 LV ALUNO EF1 5O ANO ANUAL SAE INGLES AMPLIADO,01,2.0
110102,JDI,PG24LA261DB00,24 LV ALUNO EF2 6O ANO 1O BI DB,01,572.0
110102,JDI,PG24LA261SD00,24 LV ALUNO EF2 6O ANO 1O BI SAE,01,2074.0
110102,JDI,PG24LA262DB00,24 LV ALUNO EF2 6O ANO 2O BI DB,01,79.0
110102,JDI,PG24LA262SD00,24 LV ALUNO EF2 6O ANO 2O BI SAE,01,1149.0
110102,JDI,PG24LA263DB00,24 LV ALUNO EF2 6O ANO 3O BI DB,01,2017.0
110102,JDI,PG24LA263SD00,24 LV ALUNO EF2 6O ANO 3O BI SAE,01,745.0
110102,JDI,PG24LA264DB00,24 LV ALUNO EF2 6O ANO 4O BI DB,01,39.0
110102,JDI,PG24LA264SD00,24 LV ALUNO EF2 6O ANO 4O BI SAE,01,521.0
110102,JDI,PG24LA265DBE0,24 LV ALUNO EF2 6O ANO ANUAL DB ESPANHOL,01,106.0
110104,FOR,PG24LA265DBE0,24 LV ALUNO EF2 6O ANO ANUAL DB ESPANHOL,01,81.0
110102,JDI,PG24LA265SDE0,24 LV ALUNO EF2 6O ANO ANUAL SAE ESPANHOL,01,785.0
110104,FOR,PG24LA265SDE0,24 LV ALUNO EF2 6O ANO ANUAL SAE ESPANHOL,01,434.0
110102,JDI,PG24LA271DB00,24 LV ALUNO EF2 7O ANO 1O BI DB,01,477.0
110102,JDI,PG24LA271SD00,24 LV ALUNO EF2 7O ANO 1O BI SAE,01,2742.0
110102,JDI,PG24LA272DB00,24 LV ALUNO EF2 7O ANO 2O BI DB,01,115.0
110102,JDI,PG24LA272SD00,24 LV ALUNO EF2 7O ANO 2O BI SAE,01,854.0
110102,JDI,PG24LA273DB00,24 LV ALUNO EF2 7O ANO 3O BI DB,01,151.0
110102,JDI,PG24LA273SD00,24 LV ALUNO EF2 7O ANO 3O BI SAE,01,1130.0
110102,JDI,PG24LA274DB00,24 LV ALUNO EF2 7O ANO 4O BI DB,01,42.0
110102,JDI,PG24LA274SD00,24 LV ALUNO EF2 7O ANO 4O BI SAE,01,483.0
110102,JDI,PG24LA275DBE0,24 LV ALUNO EF2 7O ANO ANUAL DB ESPANHOL,01,85.0
110104,FOR,PG24LA275DBE0,24 LV ALUNO EF2 7O ANO ANUAL DB ESPANHOL,01,72.0
110102,JDI,PG24LA275SDE0,24 LV ALUNO EF2 7O ANO ANUAL SAE ESPANHOL,01,817.0
110104,FOR,PG24LA275SDE0,24 LV ALUNO EF2 7O ANO ANUAL SAE ESPANHOL,01,427.0
110102,JDI,PG24LA281DB00,24 LV ALUNO EF2 8O ANO 1O BI DB,01,525.0
110102,JDI,PG24LA281SD00,24 LV ALUNO EF2 8O ANO 1O BI SAE,01,2839.0
110102,JDI,PG24LA281SD0A,24 LV ALUNO EF2 8O ANO 1O BI SAE AMPLIADO        ,01,1.0
